,created_at,favorite_count,hashtags,latitute,longitute,retweet_count,text
0,Wed Jan 30 23:59:00 +0000 2019,0,[],,,0,"RT @ActionNewsNow: The Butte Strong Fund will provide a grant of over $200,000 to the Butte Co. Office of Education to help address child t…"
1,Wed Jan 30 23:55:51 +0000 2019,0,['PGE'],,,0,"RT @mgafni: Talk over #PGE replicating San Diego Gas &amp; Electric's de-energization plan; big diff btw companies policies is:

PG&amp;E refuses t…"
2,Wed Jan 30 23:52:52 +0000 2019,0,[],,,0,Federal judge asks PG&amp;E: Should I 'let you keep killing people?' Rules utility violated its felony probation… https://t.co/ymuTWzsDDd
3,Wed Jan 30 23:51:19 +0000 2019,0,[],,,0,RT @pbartolone: Will it get harder and harder for people to insure their homes in fire-prone areas of California? It has been for this Para…
4,Wed Jan 30 23:50:17 +0000 2019,0,"['CampFire', 'CampFirePets', 'Paradise', 'ParadiseStrong', 'ParadiseFire', 'Magalia', 'Concow', 'Chico']",,,0,"RT @BCWildfireToday: LOOKING FOR A LOST #CampFire PET? 

#CampFirePets #Paradise #ParadiseStrong #ParadiseFire #Magalia #Concow #Chico #Oro…"
5,Wed Jan 30 23:46:41 +0000 2019,0,['CampFire'],,,3,"Affected by the #CampFire disaster? Please join us for 2 Town Hall Meetings Sat. Feb 16,2019: @BaumHedlund &amp;… https://t.co/NhW9OBTdbm"
6,Wed Jan 30 23:46:35 +0000 2019,0,[],,,0,RT @CDInews: Commissioner @ICRicardoLara visited @Paradise_CA yesterday to meet with local officials &amp; witness the devastation of the #Camp…
7,Wed Jan 30 23:46:08 +0000 2019,0,[],,,0,"RT @Lauriefirelily: 💥Consolidated Debris Removal Program
✔All Info needed 👇
Forms, Email, &amp; address
✔The Consolidated Debris Removal Progra…"
8,Wed Jan 30 23:45:28 +0000 2019,0,[],,,1,Will it get harder and harder for people to insure their homes in fire-prone areas of California? It has been for t… https://t.co/KDA56UUvZ0
9,Wed Jan 30 23:45:03 +0000 2019,0,['PG'],,,0,"After bankruptcy, PG&amp;E headed back to court over wildfires - Sentinel Colorado https://t.co/eIDAKEBwOk #PG&amp;E… https://t.co/r42u82jAng"
10,Wed Jan 30 23:44:42 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
11,Wed Jan 30 23:44:25 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
12,Wed Jan 30 23:43:19 +0000 2019,0,[],,,0,RT @CDInews: Commissioner @ICRicardoLara visited @Paradise_CA yesterday to meet with local officials &amp; witness the devastation of the #Camp…
13,Wed Jan 30 23:39:16 +0000 2019,0,['campfire'],,,0,RT @RyanSabalow: A powerful story by @ayoonhendricks who reports on the plight of #campfire victims at the last remaining shelter that's so…
14,Wed Jan 30 23:37:18 +0000 2019,0,"['CampFire', 'DisasterAssistTeam']",,,1,"FREE PROPANE FOR #CampFire SURVIVORS via @Jasamsdestiny &amp; #DisasterAssistTeam 

THU, JAN 31st, 2019
8 A – 12 P
TRAC… https://t.co/SJNClZNpL6"
15,Wed Jan 30 23:37:05 +0000 2019,10,[],,,4,Commissioner @ICRicardoLara visited @Paradise_CA yesterday to meet with local officials &amp; witness the devastation o… https://t.co/msh2E8xeBE
16,Wed Jan 30 23:34:13 +0000 2019,0,['CampFire'],,,0,"RT @FitzTheReporter: VIDEO: Activists read the 88 names of #CampFire's dead, in bid to shame CA public utilities commission before ""bailout…"
17,Wed Jan 30 23:31:57 +0000 2019,0,[],,,0,"RT @alastairgee: Three months after the fire that incinerated Paradise, the town is still mostly unpeopled, and this past weekend I saw ver…"
18,Wed Jan 30 23:30:56 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
19,Wed Jan 30 23:27:08 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
20,Wed Jan 30 23:26:38 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
21,Wed Jan 30 23:23:46 +0000 2019,0,"['CampFire', 'CampFirePets', 'Paradise', 'ParadiseStrong', 'ParadiseFire', 'Magalia', 'Concow', 'Chico']",,,1,"LOOKING FOR A LOST #CampFire PET? 

#CampFirePets #Paradise #ParadiseStrong #ParadiseFire #Magalia #Concow #Chico… https://t.co/hJ0Lugtlep"
22,Wed Jan 30 23:23:31 +0000 2019,0,[],,,0,"RT @KRCR7: The Town of Paradise says a temporary ordinance passed on December 11, 2018, allowing the temporary placement of an RV on proper…"
23,Wed Jan 30 23:22:49 +0000 2019,0,['CampFire'],,,0,RT @ChaliceGarden: Want to help #CampFire survivors find their beloved kitties from wherever you are? 630 verified! It works! Detailed sear…
24,Wed Jan 30 23:21:11 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
25,Wed Jan 30 23:20:36 +0000 2019,0,[],,,0,RT @Dani_Anguiano: Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’ll be…
26,Wed Jan 30 23:19:51 +0000 2019,2,[],,,2,"""💥Consolidated Debris Removal Program
✔All Info needed 👇
Forms, Email, &amp; address
✔The Consolidated Debris Removal P… https://t.co/YMhugoGCpg"
27,Wed Jan 30 23:18:11 +0000 2019,0,"['CampFire', 'DisasterAssistTeam', 'CampFirePets', 'ParadiseStrong']",,,1,"RESOURCES FOR #CampFire EVACUEES via @ChaliceGarden, #DisasterAssistTeam 

#CampFirePets #ParadiseStrong… https://t.co/WTYie4GI5L"
28,Wed Jan 30 23:16:58 +0000 2019,0,['CampFire'],,,0,RT @CBSSacramento: Paradise in danger of losing #CampFire clean-up reimbursement funds from FEMA. https://t.co/tkpvjRYewb https://t.co/wX8f…
29,Wed Jan 30 23:16:12 +0000 2019,0,"['CampFire', 'Marysville']",,,0,"FOUND #CampFire CAT 
ID=CF1462 
Tabby Orange White
Finder: Rebel Hovey, 
Now at @FieldHaven #Marysville,… https://t.co/alxLVLP24S"
30,Wed Jan 30 23:16:12 +0000 2019,40,[],,,23,Honored to continue telling the story of Paradise and the Camp Fire with my @GuardianUS colleague @alastairgee. We’… https://t.co/r5MELnUuAS
31,Wed Jan 30 23:15:39 +0000 2019,0,['CampFire'],,,0,RT @PeterAskin1: Beautiful Maine coon mix lost at 5687 Cherry lane Paradise CA in the #CampFire wildfire (house destroyed)! If you have see…
32,Wed Jan 30 23:14:11 +0000 2019,3,[],,,0,Just sat down with @CAL_FIRE Deputy Director Mike Mohler in studio...I asked him when we’ll get a cause to the… https://t.co/f6tQSEwHPH
33,Wed Jan 30 23:12:40 +0000 2019,0,['CampFire'],,,0,RT @PeterAskin1: Beautiful Maine coon mix lost at 5687 Cherry lane Paradise CA in the #CampFire wildfire (house destroyed)! If you have see…
34,Wed Jan 30 23:11:04 +0000 2019,4,[],,,1,Thank you @UnitedWayNorCal &amp; Larry for everything you have been doing up here in Butte County &amp; beyond. You &amp; your… https://t.co/xPi4TvQH0z
35,Wed Jan 30 23:06:46 +0000 2019,3,['CampFire'],,,1,My peeps in Lake County?  A #CampFire survivor has just moved to Lucerne &amp; doesn't know a sole.  I know you guys kn… https://t.co/6locsiq4Wx
36,Wed Jan 30 23:06:36 +0000 2019,0,['CampFire'],,,0,RT @CBSSacramento: Paradise in danger of losing #CampFire clean-up reimbursement funds from FEMA. https://t.co/tkpvjRYewb https://t.co/wX8f…
37,Wed Jan 30 23:04:38 +0000 2019,0,['campfire'],,,0,RT @RyanSabalow: A powerful story by @ayoonhendricks who reports on the plight of #campfire victims at the last remaining shelter that's so…
38,Wed Jan 30 23:04:00 +0000 2019,0,['Magalia'],,,0,RT @Jasamsdestiny: #Magalia Church has just received a huge donation.   Keen shoes donated 1000s of pairs!   If you foot ware.....    🥾👞…
39,Wed Jan 30 23:03:58 +0000 2019,0,['CampFire'],,,0,RT @CBSSacramento: Paradise in danger of losing #CampFire clean-up reimbursement funds from FEMA. https://t.co/tkpvjRYewb https://t.co/wX8f…
40,Wed Jan 30 23:03:17 +0000 2019,0,['CampFire'],,,0,RT @CBSSacramento: Paradise in danger of losing #CampFire clean-up reimbursement funds from FEMA. https://t.co/tkpvjRYewb https://t.co/wX8f…
41,Wed Jan 30 23:01:25 +0000 2019,0,"['CampFire', 'PGE']",,,0,"RT @mgafni: Since #CampFire, #PGE says it now has added a new criteria to when they decide to shut down electricity during dangerous weathe…"
42,Wed Jan 30 23:01:11 +0000 2019,0,['CampFire'],,,0,"RT @mgafni: Judge Alsup on #CampFire: ""If that power had been turned off, that fire would not have been started"""
43,Wed Jan 30 23:00:56 +0000 2019,0,['CampFire'],,,0,RT @WCKitchen: WCK’s @SamBloch1 reports from our free pop-up restaurant in Chico where we are serving those displaced by the #CampFire! #Ch…
44,Wed Jan 30 23:00:46 +0000 2019,0,[],,,0,"November 8, 2018 - California experienced one of its worst fires in its history. If you are a victim of this fire,… https://t.co/GWWyMsjekf"
45,Wed Jan 30 23:00:41 +0000 2019,1,"['Magalia', 'CampFire', 'ArrestDetails']",,,0,"#Magalia man arrested for looting #CampFire ruins, punching deputy

#ArrestDetails: https://t.co/DZFoIUJlmX 

(Stor… https://t.co/S2b7nfeKpZ"
46,Wed Jan 30 23:00:14 +0000 2019,5,['CampFire'],,,7,Paradise in danger of losing #CampFire clean-up reimbursement funds from FEMA. https://t.co/tkpvjRYewb https://t.co/wX8f2G4SEu
47,Wed Jan 30 22:59:36 +0000 2019,0,[],,,0,RT @sachikoko: @PeterAskin1 Peter this looks so much like Lily that @mainecoonadopts posted last month. I pray that it is not because she w…
48,Wed Jan 30 22:59:20 +0000 2019,0,['Paradise'],,,0,"RT @Jasamsdestiny: This adorable girl has taken up residence at a home in #Paradise.  They love her, but want to try and find her parents.…"
49,Wed Jan 30 22:56:23 +0000 2019,0,['CampFire'],,,0,RT @PeterAskin1: Beautiful Maine coon mix lost at 5687 Cherry lane Paradise CA in the #CampFire wildfire (house destroyed)! If you have see…
50,Wed Jan 30 22:49:25 +0000 2019,0,[],,,0,RT @Jasamsdestiny: I don't like GFM b/c it takes a hefty % of whats given.  But there's also a Venmo account for him thats like pay pal…
51,Wed Jan 30 22:46:25 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: More deliveries to Angels Among Us.

Pots pans, dishes, crock pots, portable heaters, shoes.... 
Fellowship hall #Magali…"
52,Wed Jan 30 22:44:17 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: More deliveries to Angels Among Us.

Pots pans, dishes, crock pots, portable heaters, shoes.... 
Fellowship hall #Magali…"
53,Wed Jan 30 22:43:59 +0000 2019,8,[],,,8,"More deliveries to Angels Among Us.

Pots pans, dishes, crock pots, portable heaters, shoes.... 
Fellowship hall… https://t.co/pXoYEI9Yee"
54,Wed Jan 30 22:42:38 +0000 2019,0,"['CampFire', 'DisasterAssistTeam']",,,0,"RT @Lauriefirelily: Downloads available on link above.
#CampFire 
#DisasterAssistTeam https://t.co/nTB1EGywAW"
55,Wed Jan 30 22:42:31 +0000 2019,0,[],,,0,"RT @Lauriefirelily: 💥Consolidated Debris Removal Program
✔All Info needed 👇
Forms, Email, &amp; address
✔The Consolidated Debris Removal Progra…"
56,Wed Jan 30 22:42:16 +0000 2019,0,['CampFire'],,,0,"RT @CaliforniaDTSC: On Monday, crews with DTSC and @EPA cleaned up 206 properties impacted by the #CampFire in Butte County. To date, crews…"
57,Wed Jan 30 22:42:02 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Many have asked about the woman [needing help finding her sons urn in the ashes].   No, he hasn't been located yet, but…"
58,Wed Jan 30 22:41:50 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Free Propane tomorrow!!

1/31 
8am-12pm
Tractor Supply
2475 Dr Martin Luther King Jr Pkwy
Limit 10 gals - bring own tank…"
59,Wed Jan 30 22:41:43 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Free items 

Gabriella's Eatery 
6433 Skyway Paradise

Clothing, bikes, housewares, luggage - lots of misc.  
No set tim…"
60,Wed Jan 30 22:41:31 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Free Ladies Clothing Boutique!
Helpers &amp; Survivors? ... Come pick out a few outfits!

Tomorrow &amp; Sat
Auburn Grace Com Ch…"
61,Wed Jan 30 22:41:18 +0000 2019,0,"['CampFire', 'CampFirePets']",,,0,"RT @ChaliceGarden: #CampFire #CampFirePets
Kicked out when last @RedCross shelter closed? Updated 11:30a, verified: rehousing, giveaways, j…"
62,Wed Jan 30 22:41:08 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: If you need supplies the Habitat for Humanity Chico Restore can help.

*By appointment only* 
Plz call:
☎ 530-895-1271 o…"
63,Wed Jan 30 22:41:02 +0000 2019,0,['CampFire'],,,0,"RT @Jasamsdestiny: Here's an interesting map!  It shows where many of the #CampFire survivors currently live now.  

List about 150 cities/…"
64,Wed Jan 30 22:40:47 +0000 2019,1,[],,,1,"Ever been to a camping show?  Read about the cool stuff we found at one we attended recently, plus the big score fo… https://t.co/OZXJ4Zzle2"
65,Wed Jan 30 22:40:39 +0000 2019,0,['Magalia'],,,0,RT @Jasamsdestiny: #Magalia Church has just received a huge donation.   Keen shoes donated 1000s of pairs!   If you foot ware.....    🥾👞…
66,Wed Jan 30 22:40:26 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Found 
Very loving &amp; friendly female Beagle, about 2 yrs old
Area located:  Up above Stirling City ↩️

Contact:  Annette…"
67,Wed Jan 30 22:36:41 +0000 2019,0,"['CampFire', 'CampFirePets']",,,0,"RT @ChaliceGarden: #CampFire #CampFirePets
Kicked out when last @RedCross shelter closed? Updated 11:30a, verified: rehousing, giveaways, j…"
68,Wed Jan 30 22:35:18 +0000 2019,0,"['CampFire', 'Chico']",,,0,"RT @Jasamsdestiny: Lost your TCG collection in the #CampFire?  ⤵️

Chico Magic will be handing out 800ct boxes of cards
Downtown #Chico Pho…"
69,Wed Jan 30 22:35:07 +0000 2019,0,"['CampFire', 'CampFirePets']",,,0,"RT @ChaliceGarden: #CampFire #CampFirePets
Kicked out when last @RedCross shelter closed? Updated 11:30a, verified: rehousing, giveaways, j…"
70,Wed Jan 30 22:34:53 +0000 2019,0,['CampFire'],,,0,RT @PeterAskin1: Beautiful Maine coon mix lost at 5687 Cherry lane Paradise CA in the #CampFire wildfire (house destroyed)! If you have see…
71,Wed Jan 30 22:33:54 +0000 2019,0,[],,,0,"RT @KRCR7: The Town of Paradise says a temporary ordinance passed on December 11, 2018, allowing the temporary placement of an RV on proper…"
72,Wed Jan 30 22:33:02 +0000 2019,0,"['wildcamping', 'campfire', 'woodland', 'nature']",,,0,RT @jlbcenterprises: Gorgeous 😊#wildcamping #campfire #woodland #nature https://t.co/y2fP7d9mbh
73,Wed Jan 30 22:30:19 +0000 2019,0,['Paradise'],,,0,"RT @Jasamsdestiny: This adorable girl has taken up residence at a home in #Paradise.  They love her, but want to try and find her parents.…"
74,Wed Jan 30 22:25:14 +0000 2019,0,['CampFire'],,,0,RT @PeterAskin1: Beautiful Maine coon mix lost at 5687 Cherry lane Paradise CA in the #CampFire wildfire (house destroyed)! If you have see…
75,Wed Jan 30 22:25:05 +0000 2019,0,[],,,0,REGISTER. REGISTER. REGISTER. Don't let the snow fool you!! The summer is coming fast and spots are filling up quic… https://t.co/osiMOsBynz
76,Wed Jan 30 22:25:00 +0000 2019,9,[],,,8,"The Butte Strong Fund will provide a grant of over $200,000 to the Butte Co. Office of Education to help address ch… https://t.co/hZB47dgIU0"
77,Wed Jan 30 22:24:46 +0000 2019,5,[],,,9,"Found 
Very loving &amp; friendly female Beagle, about 2 yrs old
Area located:  Up above Stirling City ↩️

Contact:  An… https://t.co/iMOTUU2nGY"
78,Wed Jan 30 22:20:49 +0000 2019,0,['Paradise'],,,0,"RT @Jasamsdestiny: This adorable girl has taken up residence at a home in #Paradise.  They love her, but want to try and find her parents.…"
79,Wed Jan 30 22:20:45 +0000 2019,7,"['wildcamping', 'campfire', 'woodland', 'nature']",,,1,Gorgeous 😊#wildcamping #campfire #woodland #nature https://t.co/y2fP7d9mbh
80,Wed Jan 30 22:19:32 +0000 2019,0,[],,,0,"RT @BCWildfireToday: ""Camp Fire: Bay Area residents pitch in to help victims"" via @mercnews: https://t.co/zw9lAIIjbz

Thank you for sharing…"
81,Wed Jan 30 22:19:25 +0000 2019,0,"['CampFire', 'CampFirePets']",,,0,"RT @ChaliceGarden: #CampFire #CampFirePets
Updated, verified resources: giveaways, rehousing, jobs, grants, info, debris, mental health, fi…"
82,Wed Jan 30 22:19:19 +0000 2019,0,['CampFire'],,,0,"VERY DISAPPOINTING NEWS for #CampFire Survivors:
Butte County Supervisor Doug Teeter Posted: 
""Yesterday's Board of… https://t.co/gpGJoYYeJQ"
83,Wed Jan 30 22:19:15 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Anyone want free Dog or Cat food?   @Purina is giving away bags for free.

For Cats
https://t.co/6lZoBZBDew

For Dogs
ht…"
84,Wed Jan 30 22:18:46 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: WOW...it raised 15k ....  that's incredible!

SF GAY MEN'S CHORUS CAMP FIRE BENEFIT CONCERT YIELDS $15K
https://t.co/xmy…"
85,Wed Jan 30 22:18:25 +0000 2019,0,"['CampFire', 'Sutter']",,,0,RT @Jasamsdestiny: #CampFire peeps who've relocated to #Sutter?   If you have kids b/twn 0-5 there's all sorts of free health screenings fo…
86,Wed Jan 30 22:18:17 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: 🆕

       ⤵️
Free Propane
Courtesy: Stephen Murray, and a Generous Donor

1/31
8am – 12pm
Tractor Supply Co. 
2475 Docto…"
87,Wed Jan 30 22:18:11 +0000 2019,0,"['CampFire', 'Paradise', 'magalia', 'yankeehill', 'concow']",,,0,"RT @Jasamsdestiny: CAMP FIRE 
Care Packages Dec 2018 - May 2019
https://t.co/98UuY2ehhF

#CampFire #Paradise #magalia #yankeehill #concow #…"
88,Wed Jan 30 22:18:00 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Concow/Yankee Hill Debris Removal Community Alliance

1/31
4:30 pm – 6:30 om
Chico Women's Club
592 E 3rd St (3rd and Pi…"
89,Wed Jan 30 22:17:49 +0000 2019,0,"['newx', 'DisasterAssistTeam', 'CampFire', 'Paradise', 'magalia', 'yankeehill', 'concow']",,,0,"RT @Jasamsdestiny: Tips for walking your pupper in winter....

#newx #DisasterAssistTeam #CampFire #Paradise #magalia #yankeehill #concow #…"
90,Wed Jan 30 22:17:17 +0000 2019,0,"['newx', 'DisasterAssistTeam', 'CampFire', 'Paradise', 'magalia']",,,0,"RT @Jasamsdestiny: Here's some tips on helping livestock endure this arctic blast

#newx #DisasterAssistTeam #CampFire #Paradise #magalia #…"
91,Wed Jan 30 22:17:05 +0000 2019,0,['CampFire'],,,0,RT @FirstNetGov: Acting CEO Ed Parkinson recently joined @western_fire to visit the site of California’s #CampFire to hear about the respon…
92,Wed Jan 30 22:17:02 +0000 2019,0,['newx'],,,0,"RT @Jasamsdestiny: And always ALWAYS bring your pets inside.  If it's to cold for you, then it's to cold for them...

#newx #DisasterAssist…"
93,Wed Jan 30 22:16:50 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: 🆕

       ⤵️
Free Propane
Courtesy: Stephen Murray, and a Generous Donor

1/31
8am – 12pm
Tractor Supply Co. 
2475 Docto…"
94,Wed Jan 30 22:16:46 +0000 2019,0,['CampFire'],,,0,RT @PeterAskin1: Beautiful Maine coon mix lost at 5687 Cherry lane Paradise CA in the #CampFire wildfire (house destroyed)! If you have see…
95,Wed Jan 30 22:16:02 +0000 2019,0,"['CampFire', 'CampFirePets']",,,0,"RT @ChaliceGarden: #CampFire #CampFirePets
Kicked out when last @RedCross shelter closed? Updated 11:30a, verified: rehousing, giveaways, j…"
96,Wed Jan 30 22:15:56 +0000 2019,0,[],,,0,"RT @Lauriefirelily: 💥Consolidated Debris Removal Program
✔All Info needed 👇
Forms, Email, &amp; address
✔The Consolidated Debris Removal Progra…"
97,Wed Jan 30 22:14:57 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: 🆕

       ⤵️
Free Propane
Courtesy: Stephen Murray, and a Generous Donor

1/31
8am – 12pm
Tractor Supply Co. 
2475 Docto…"
98,Wed Jan 30 22:13:50 +0000 2019,0,"['neverstopexploring', 'fire', 'campfire']",,,0,"Like and share!

Welcome to https://t.co/nSj2lk2ldh

#neverstopexploring #fire #campfire https://t.co/Wgf7Nv8j54"
99,Wed Jan 30 22:11:52 +0000 2019,0,['newx'],,,0,"RT @Jasamsdestiny: And always ALWAYS bring your pets inside.  If it's to cold for you, then it's to cold for them...

#newx #DisasterAssist…"
100,Wed Jan 30 22:11:52 +0000 2019,0,['newx'],,,0,"RT @Jasamsdestiny: And always ALWAYS bring your pets inside.  If it's to cold for you, then it's to cold for them...

#newx #DisasterAssist…"
101,Wed Jan 30 22:11:20 +0000 2019,0,"['CampFire', 'Paradise', 'magalia', 'yankeehill', 'concow']",,,0,"RT @Jasamsdestiny: CAMP FIRE 
Care Packages Dec 2018 - May 2019
https://t.co/98UuY2ehhF

#CampFire #Paradise #magalia #yankeehill #concow #…"
102,Wed Jan 30 22:11:15 +0000 2019,0,"['CampFire', 'Sutter']",,,0,RT @Jasamsdestiny: #CampFire peeps who've relocated to #Sutter?   If you have kids b/twn 0-5 there's all sorts of free health screenings fo…
103,Wed Jan 30 22:10:54 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: WOW...it raised 15k ....  that's incredible!

SF GAY MEN'S CHORUS CAMP FIRE BENEFIT CONCERT YIELDS $15K
https://t.co/xmy…"
104,Wed Jan 30 22:09:49 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: Anyone want free Dog or Cat food?   @Purina is giving away bags for free.

For Cats
https://t.co/6lZoBZBDew

For Dogs
ht…"
105,Wed Jan 30 22:08:57 +0000 2019,0,[],,,0,"RT @BCWildfireToday: ""Camp Fire: Bay Area residents pitch in to help victims"" via @mercnews: https://t.co/zw9lAIIjbz

Thank you for sharing…"
106,Wed Jan 30 22:05:51 +0000 2019,0,['PGE'],,,0,"RT @mgafni: Talk over #PGE replicating San Diego Gas &amp; Electric's de-energization plan; big diff btw companies policies is:

PG&amp;E refuses t…"
107,Wed Jan 30 22:01:02 +0000 2019,0,['campfire'],,,0,RT @RyanSabalow: A powerful story by @ayoonhendricks who reports on the plight of #campfire victims at the last remaining shelter that's so…
108,Wed Jan 30 22:00:22 +0000 2019,0,['Paradise'],,,0,"RT @Jasamsdestiny: This adorable girl has taken up residence at a home in #Paradise.  They love her, but want to try and find her parents.…"
109,Wed Jan 30 21:59:54 +0000 2019,0,[],,,0,RT @DanPack75: Every time I think @PGE4Me can't be any scummier of a company they prove me wrong. They can't seem to pay $1.2 million to fi…
110,Wed Jan 30 21:59:07 +0000 2019,3,['PGE'],,,3,"Talk over #PGE replicating San Diego Gas &amp; Electric's de-energization plan; big diff btw companies policies is:

PG… https://t.co/YTGil23eWS"
111,Wed Jan 30 21:58:46 +0000 2019,0,['Paradise'],,,0,"RT @Jasamsdestiny: This adorable girl has taken up residence at a home in #Paradise.  They love her, but want to try and find her parents.…"
112,Wed Jan 30 21:57:59 +0000 2019,0,"['CampFire', 'Paradise']",,,0,"RT @Jasamsdestiny: Extraordinary 9 min documentary on the #CampFire....

#Paradise Lost
https://t.co/t3o6Lv7XNz
This was shot back in Nov..…"
113,Wed Jan 30 21:57:53 +0000 2019,0,[],,,0,"RT @BCWildfireToday: DEBRIS REMOVAL COMMUNITY MEETING 

TUESDAY, JANUARY 29th, 2019
6:30pm - 8:30pm  
State Theatre
1489 Myers Street, #Oro…"
114,Wed Jan 30 21:57:46 +0000 2019,0,"['CampFire', 'grant', 'families', 'housing', 'tools']",,,0,"RT @Jr3597: 📢💸 #CampFire Survivors 

New #grant for #families those impacted by the fire. Focus for funds are primarily: #housing &amp; #tools.…"
115,Wed Jan 30 21:57:28 +0000 2019,0,"['CampFire', 'paradise', 'magalia']",,,0,"RT @Jasamsdestiny: Study:  Natural disasters could impact childrens longterm learning
https://t.co/N8R6Tdft6w

#CampFire #paradise #magalia…"
116,Wed Jan 30 21:57:14 +0000 2019,0,['CampFire'],,,0,"RT @ChaliceGarden: URGENT: Elderly &amp; vulnerable #CampFire survivors being forced out of @RedCross Silver Dollar Fairgrounds today, tho' lea…"
117,Wed Jan 30 21:57:06 +0000 2019,0,[],,,0,"RT @BCWildfireToday: ""Camp Fire: Bay Area residents pitch in to help victims"" via @mercnews: https://t.co/zw9lAIIjbz

Thank you for sharing…"
118,Wed Jan 30 21:56:53 +0000 2019,0,"['CampFire', 'Chico']",,,0,"RT @Jasamsdestiny: Lost your TCG collection in the #CampFire?  ⤵️

Chico Magic will be handing out 800ct boxes of cards
Downtown #Chico Pho…"
119,Wed Jan 30 21:56:35 +0000 2019,0,"['CampFire', 'Paradise']",,,0,"RT @Jasamsdestiny: Extraordinary 9 min documentary on the #CampFire....

#Paradise Lost
https://t.co/t3o6Lv7XNz
This was shot back in Nov..…"
120,Wed Jan 30 21:56:26 +0000 2019,0,['CampFire'],,,0,RT @WCKitchen: WCK’s @SamBloch1 reports from our free pop-up restaurant in Chico where we are serving those displaced by the #CampFire! #Ch…
121,Wed Jan 30 21:56:20 +0000 2019,0,['Redding'],,,0,RT @Jasamsdestiny: If you're relocated to the #Redding area?....CARR is ready to help.   They are offering gently used furnishings at no co…
122,Wed Jan 30 21:56:06 +0000 2019,0,['CampFire'],,,0,RT @WCKitchen: WCK’s @SamBloch1 reports from our free pop-up restaurant in Chico where we are serving those displaced by the #CampFire! #Ch…
123,Wed Jan 30 21:56:01 +0000 2019,0,[],,,0,RT @Jasamsdestiny: Someone has put on a Go Fund Me page from your local hero Stephan Murray.   This is to help make his personal life easie…
124,Wed Jan 30 21:55:49 +0000 2019,0,[],,,0,"RT @Jasamsdestiny: We're getting close to the deadline, so I'm going to again tweet places you can call for open RV spots...  just in case,…"
125,Wed Jan 30 21:55:35 +0000 2019,0,['Sutter'],,,0,"RT @Jasamsdestiny: Anyone who's relocated to #Sutter County, Harley Davidson in Yuba City will store your bike free of charge.  🏍️

Contact…"
126,Wed Jan 30 21:55:17 +0000 2019,0,['CampFire'],,,0,"RT @ChaliceGarden: URGENT: Elderly &amp; vulnerable #CampFire survivors being forced out of @RedCross Silver Dollar Fairgrounds today, tho' lea…"
127,Wed Jan 30 21:54:37 +0000 2019,1,['Magalia'],,,4,#Magalia Church has just received a huge donation.   Keen shoes donated 1000s of pairs!   If you foot ware.....… https://t.co/f9r2lxzZDd
128,Wed Jan 30 21:54:09 +0000 2019,0,['CampFire'],,,0,RT @ChaliceGarden: Want to help #CampFire survivors find their beloved kitties from wherever you are? 630 verified! It works! Detailed sear…
129,Wed Jan 30 21:54:01 +0000 2019,0,['transparency'],,,0,RT @jessiereport: A limited take on #transparency into privately-owned utility companies sparks state crisis. Here's a look into #Californi…
130,Wed Jan 30 21:53:56 +0000 2019,0,"['CampFire', 'CampFirePets']",,,0,"RT @ChaliceGarden: 1K #CampFire families still seek their #CampFirePets, in shelters &amp; in burn zone! Butte Co is adopting them out DAILY 😢…"
131,Wed Jan 30 21:53:50 +0000 2019,0,['Roseville'],,,0,"RT @Jasamsdestiny: Benefit Concert for Paradise Area

2/2
5pm - 10pm
Paradise Regained Rocks
800 All America City Blvd #Roseville

#CampFir…"
